Organization,Link,Sentence,isWayback,Label,Generality,Approximation,Degree,Combinatory,Explicit Subjectivity,Vagueness Label
Imperial Oil,https://news.imperialoil.ca/news-releases/news-releases/2018/Imperial-earns-749-million-in-the-third-quarter-of-2018/default.aspx,"The application of next-generation oil recovery technology at Cold Lake, improvements in reliability at Kearl and continuous improvements in energy efficiency are expected to be key drivers behind the reductions.",True,1,nan,nan,nan,nan,nan,0
Suncor Energy,http://web.archive.org/web/20220701130341/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-03-03-suncor-energy-reports-2010-fourth-quarter-results-en.pdf?modified=20210902050623,"Operating costs could be impacted by inflationary pressures on labour, volatile pricing for natural gas used as an energy source in oil sands processes, and planned and unplanned maintenance.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123787&lang=en,"""During the quarter, we announced the strategic acquisition of three U.S. gas utilities, and post closings, Enbridge will have created North America's largest gas utility platform, with approximately 7,000 employees proudly serving some 7 million customers.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123760&lang=en,"It also comes at a crucial time as global energy challenges demonstrate that continued investment in reliable, secure, clean and affordable energy is needed.""",True,1,a,nan,nan,"affordable, challenge, clean, crucial, reliable, secure",nan,1
Imperial Oil,http://web.archive.org/web/20221028120609/https://news.imperialoil.ca/news-releases/news-releases/2022/Imperial-announces-third-quarter-2022-financial-and-operating-results/default.aspx,"""Our on-going focus on safe and reliable operations underpins our strong financial results and positions us well to continue capturing value from the current commodity price environment.""",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123647&lang=en,Net zero target by 2050; 35% reduction in greenhouse gas emissions intensity by 2030,True,1,nan,nan,nan,nan,nan,0
Shell Canada,http://web.archive.org/web/20200622084848/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2019/in-partnership-with-htec.html,"One out of three British Columbians are planning to purchase or lease a new vehicle within the next two years, and residents in the province are more likely than other Canadians to consider a low emission vehicle for their next vehicle.",True,1,"a, or",nan,"low, new",likely,nan,0
Suncor Energy,http://web.archive.org/web/20220703204446/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-07-07-suncor-energy-to-exchange-select-wind-power-facilities-en.pdf?modified=20210902050830,"Additionally, under a contract with TransAlta until 2030, Suncor will assume operating control of two gas turbine generators and heat recovery steam generators at Poplar Creek.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220629130101/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-07-22-suncor-energy-releases-second-quarter-2009-results-en.pdf?modified=20210902050522,"The sulphur plant is expected to support sulphur emissions reductions for existing and planned in-situ development, and the extraction plant is expected to provide improved reliability and productivity for the company's oil sands assets.",True,1,nan,nan,nan,nan,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123687&lang=en,"""We're leveraging our existing assets and working, along with our customers, to identify early stage investments in embedded low-carbon infrastructure opportunities across our businesses, while modernizing our assets to ensure we're serving society's energy needs for decades to come.",False,1,nan,nan,low,nan,"our, we",1
Suncor Energy,http://web.archive.org/web/20220703214658/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2009/2009-01-20-suncor-energy-reports-financial-results-for-2008-and-operational-goals-for-2009-en.pdf?modified=20210902050515,"'With market conditions limiting our growth capital spending in 2009, we will be tightly focused on getting full value from our existing assets,' said George.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20221007083200/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2022/2022-04-04-nr-su-strengthens-focus-en.pdf?modified=20220909190359,Other targeted activities include partnering with ATCO on a project to build a world-scale hydrogen project in Alberta and deploying next generation renewable fuel technologies like Lanzajet's sustainable aviation fuel technology and Enerkem's waste to fuels technology.,True,1,a,nan,nan,sustainable,nan,1
Enbridge,https://www.enbridge.com/media-center/news/details?id=123646&lang=en,Our diversified asset base is purposefully aligned with the global energy mix and our outlook on the fundamentals.,True,1,nan,nan,nan,"fundamental, purposefully",our,1
Suncor Energy,http://web.archive.org/web/20220704150011/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-07-16-suncor-energy-releases-2014-report-on-sustainability-en.pdf?modified=20210902050806,"'We seem to have lost the ability to have honest, direct, human conversations about energy choices that touch all of our lives, every day,' said Steve Williams, president and CEO.",True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123808&lang=en,"This is a great way to enhance our super-system approach, bringing energy supply to places where it is needed most and providing last mile connectivity to domestic and export customers,"" said Cynthia Hansen, EVP and President, Gas Transmission and Midstream of Enbridge.",False,1,"a, most",nan,nan,"great, super",our,2
Suncor Energy,http://web.archive.org/web/20220629124515/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2015/2015-11-17-suncor-energy-announces-2016-capital-spending-program-and-production-outlook-en.pdf?modified=20210902050845,"'Our guidance reflects our ongoing commitment to capital discipline and operational excellence,' said Williams.",True,1,nan,nan,nan,nan,our,2
Shell Canada,http://web.archive.org/web/20191115140440/https://www.shell.ca/en_ca/media/news-and-media-releases/news-releases-2015/shell-launches-quest-carbon-capture-and-storage-project.html,"Quest will capture one-third of the emissions from Shell's Scotford Upgrader, which turns oil sands bitumen into synthetic crude that can be refined into fuel and other products.",True,1,nan,nan,nan,nan,nan,0
Suncor Energy,http://web.archive.org/web/20221007083429/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2020/2020-06-02-nr-su-lanzajet-release-en.pdf?modified=20220917161938,This novel phased investment approach will see the initial investment followed by a capital call once all the demonstration milestones have been met.,True,1,nan,nan,nan,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123836&lang=en,"About Enbridge Inc. At Enbridge, we safely connect millions of people to the energy they rely on every day, fueling quality of life through our North American natural gas, oil or renewable power networks and our growing European offshore wind portfolio.",False,1,nan,nan,nan,nan,nan,0
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/37caa580-5447-49ce-b1c9-02422ee39b4e,"The keys to our success to date - our unwavering commitment to long-term value creation, rather than chasing trends or fads, combined with solid core values and consideration of all stakeholders - will continue to propel us to new successes.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220704154002/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2011/2011-11-03-suncor-energy-reports-2011-third-quarter-results-en.pdf?modified=20210902050641,"'The completion of the new MNU hydrogen plant and naphtha hydrotreater and the successful restart of one of our hydrogen plants will go a long way in providing flexibility to boost our sweet production,' said George.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220629131500/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2014/2014-06-19-suncor-energy-partners-approve-new-facility-to-test-water-treatment-and-recycling-tech-en.pdf?modified=20210902050804,"The centre is being pursued as a joint industry project convened under Canada's Oil Sands Innovation Alliance (COSIA), with testing to begin by early 2017.",True,1,a,nan,nan,nan,nan,2
Pembina Pipeline,https://www.pembina.com/media-centre/news/details/c8f37bc6-7e6a-480b-8afd-c78c10c51abf,"The remeasured decommissioning provision decreased property, plant and equipment and decommissioning provision liability.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220629121859/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2016/2016-07-27-suncor-energy-reports-second-quarter-2016-results-en.pdf?modified=20210902050915,"Suncor remains on track to achieve the $750 million reduction to its original 2016 capital budget and continues to progress major growth projects, Fort Hills and Hebron.",True,1,nan,nan,nan,nan,nan,2
Suncor Energy,http://web.archive.org/web/20220703201845/https://sustainability-prd-cdn.suncor.com/-/media/project/suncor/files/news-releases/2013/2013-02-05-suncor-energy-reports-2012-fourth-quarter-results-en.pdf?modified=20210902050721,"As previously announced, Suncor has been working with its respective partners to undertake detailed reviews of each of its planned Oil Sands Ventures growth projects, focusing on cost and quality with a view to generating long-term value for shareholders.",True,1,a,nan,long,nan,nan,2
Enbridge,https://www.enbridge.com/media-center/news/details?id=123742&lang=en,I'm particularly pleased with how we have positioned our business and implemented strategies to lead the energy transition.,True,1,nan,nan,nan,nan,"i, our, we",1
